CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
348,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,4
349,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,6
350,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,4
351,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4
352,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,10
353,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,5
354,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
355,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,4
356,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,5
357,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,5
358,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,5
359,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,6
360,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,6
361,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5
362,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,6
363,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,5
364,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,5
365,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,4
366,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,6
367,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,6
368,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,8
369,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,5
370,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,8
371,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,6
372,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,5
373,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,6
374,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,7
375,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,7
376,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,4
377,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,6
378,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,4
379,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7
380,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,6
381,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2
382,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,7
383,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,9
384,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,7
385,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,7
386,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5
387,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,6
388,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,7
389,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,2
390,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,5
391,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
392,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,6
393,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
394,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,6
395,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2
396,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,6
397,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,7
398,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,6
399,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,6
400,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,7
401,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,7
402,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,6
403,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,4
404,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,6
405,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4
406,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,7
407,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,5
408,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,3
409,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6
410,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,6
411,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5
412,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,7
413,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,8
414,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4
415,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,8
416,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,5
417,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,4
418,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,6
419,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,7
420,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,5
421,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,7
422,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,6
423,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,7
424,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,7
425,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,6
426,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,7
427,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,5
428,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,7
429,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,6
430,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,7
431,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,4
432,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,6
433,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,6
434,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,5
435,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,3
436,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,10
437,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3
438,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,4
439,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,5
440,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,5
441,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,7
442,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,9
443,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,8
444,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,4
445,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,6
446,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,6
447,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,5
448,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4
449,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,5
450,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,3
451,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,7
452,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,3
453,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,5
454,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,7
455,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,4
456,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,8
457,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,7
458,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5
459,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,6
460,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,9
461,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,7
462,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,6
463,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,2
464,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,8
465,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,4
466,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,4
467,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,7
468,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,6
469,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,5
470,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,4
471,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,3
472,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,7
473,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,6
474,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,6
475,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,7
476,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,5
477,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,6
478,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,8
479,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,5
480,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
481,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,7
482,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,7
483,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,3
484,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,4
485,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,5
486,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,5
487,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,5
488,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,4
489,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,7
490,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,4
491,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,6
492,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,5
493,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,4
494,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,5
495,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,6
496,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,6
497,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,7
498,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,5
499,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,6
500,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,5
501,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,6
502,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,5
503,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,6
504,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,7
505,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,4
506,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,7
507,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,6
508,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,4
509,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,6
510,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,7
511,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4
512,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,8
513,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,7
514,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6
515,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,6
516,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,7
517,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,6
518,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,4
519,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6
520,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,4
521,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,4
522,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,3
523,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,4
524,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,4
525,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,7
526,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,5
527,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,6
528,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,7
529,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,6
530,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,7
531,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,7
532,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,8
533,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,4
534,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,5
535,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,4
536,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6
537,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,3
538,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,4
539,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,6
540,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,5
541,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,9
542,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,7
543,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,10
544,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,5
545,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,5
546,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,6
547,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,7
548,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,4
549,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,5
550,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,9
551,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,3
552,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,4
553,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,4
554,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,5
555,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,6
556,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,6
557,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,7
558,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,6
559,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,7
560,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,6
561,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,7
562,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,5
563,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,5
564,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,6
565,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,5
566,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,6
567,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,7
568,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,9
569,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,7
570,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,6
571,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,8
572,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,5
573,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5
574,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,7
575,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,5
576,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,7
577,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,7
578,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,4
579,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,5
580,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,5
581,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,7
582,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,7
583,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,8
584,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,8
585,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,7
586,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,6
587,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,6
588,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,8
589,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,8
590,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,5
591,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,6
592,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,5
593,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,4
594,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,3
595,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,6
596,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,6
597,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,3
598,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
599,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,7
600,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,8
601,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2
602,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,3
603,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,5
604,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2
605,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,6
606,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,5
607,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,4
608,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,8
609,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,5
610,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,7
611,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,7
612,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,6
613,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,6
614,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,7
615,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,4
616,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,5
617,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,6
618,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,5
619,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,7
620,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,7
621,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4
622,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,7
623,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,8
624,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,6
625,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,5
626,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,4
627,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,7
628,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,5
629,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,4
630,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,8
631,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,6
632,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,2
633,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,5
634,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,4
635,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,3
636,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,5
637,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,5
638,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,3
639,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,7
640,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,9
641,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
642,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,5
643,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,5
644,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,8
645,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,6
646,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,5
647,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,8
648,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,7
649,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,5
650,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,6
651,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2
652,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,8
653,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,6
654,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
655,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,6
656,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,6
657,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,3
658,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,7
659,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,7
660,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,7
661,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,4
662,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5
663,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,3
664,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,4
665,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,5
666,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5
667,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,3
668,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,8
669,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,2
670,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,7
671,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,8
672,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,5
673,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6
674,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,7
675,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,5
676,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,7
677,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,5
678,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,6
679,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,6
680,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7
681,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,5
682,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6
683,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,3
684,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5
685,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,3
686,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,6
687,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,4
688,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,5
689,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,7
690,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,5
691,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,4
692,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,5
693,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,4
694,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4
695,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,3
